"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PF/C","DeMarcus Cousins",10400,"NO@POR 12/02/2017 10:00PM ET",55.048,"NO"
"PF/C","Anthony Davis",9900,"NO@POR 12/02/2017 10:00PM ET",49.475,"NO"
"PG","Damian Lillard",8900,"NO@POR 12/02/2017 10:00PM ET",43.989,"POR"
"C","Nikola Jokic",8600,"LAL@DEN 12/02/2017 09:00PM ET",39.881,"DEN"
"C","Jusuf Nurkic",7000,"NO@POR 12/02/2017 10:00PM ET",31.33,"POR"
"SG/SF","Will Barton",6800,"LAL@DEN 12/02/2017 09:00PM ET",28.964,"DEN"
"PG/SG","C.J. McCollum",6700,"NO@POR 12/02/2017 10:00PM ET",33.798,"POR"
"PG","Lonzo Ball",6600,"LAL@DEN 12/02/2017 09:00PM ET",33.024,"LAL"
"PF/C","Paul Millsap",6400,"LAL@DEN 12/02/2017 09:00PM ET",31.828,"DEN"
"SG/SF","Brandon Ingram",6300,"LAL@DEN 12/02/2017 09:00PM ET",29.536,"LAL"
"PG/SG","Jrue Holiday",6000,"NO@POR 12/02/2017 10:00PM ET",32.095,"NO"
"SG","Kentavious Caldwell-Pope",5900,"LAL@DEN 12/02/2017 09:00PM ET",28.618,"LAL"
"SG","Gary Harris",5800,"LAL@DEN 12/02/2017 09:00PM ET",26.842,"DEN"
"SF/PF","Kyle Kuzma",5600,"LAL@DEN 12/02/2017 09:00PM ET",27.95,"LAL"
"SF/PF","Larry Nance Jr.",5500,"LAL@DEN 12/02/2017 09:00PM ET",25.35,"LAL"
"PF/C","Julius Randle",5100,"LAL@DEN 12/02/2017 09:00PM ET",24.988,"LAL"
"C","Brook Lopez",5000,"LAL@DEN 12/02/2017 09:00PM ET",25.929,"LAL"
"PG/SG","Jordan Clarkson",4900,"LAL@DEN 12/02/2017 09:00PM ET",24.679,"LAL"
"PG/SG","Jamal Murray",4900,"LAL@DEN 12/02/2017 09:00PM ET",21.929,"DEN"
"SF/PF","Wilson Chandler",4800,"LAL@DEN 12/02/2017 09:00PM ET",19.792,"DEN"
"PF/C","Kenneth Faried",4800,"LAL@DEN 12/02/2017 09:00PM ET",12.444,"DEN"
"PG","Rajon Rondo",4600,"NO@POR 12/02/2017 10:00PM ET",17.875,"NO"
"SF/PF","Al-Farouq Aminu",4300,"NO@POR 12/02/2017 10:00PM ET",22.8,"POR"
"PF/C","Noah Vonleh",4100,"NO@POR 12/02/2017 10:00PM ET",17.55,"POR"
"SG/SF","Evan Turner",3900,"NO@POR 12/02/2017 10:00PM ET",18.284,"POR"
"PG","Emmanuel Mudiay",3900,"LAL@DEN 12/02/2017 09:00PM ET",19.607,"DEN"
"PF/C","Mason Plumlee",3800,"LAL@DEN 12/02/2017 09:00PM ET",16.179,"DEN"
"SF/PF","Trey Lyles",3700,"LAL@DEN 12/02/2017 09:00PM ET",9.375,"DEN"
"SF/PF","Juancho Hernangomez",3700,"LAL@DEN 12/02/2017 09:00PM ET",9.325,"DEN"
"PG/SG","Jameer Nelson",3500,"NO@POR 12/02/2017 10:00PM ET",18.105,"NO"
"SG/SF","E'Twaun Moore",3500,"NO@POR 12/02/2017 10:00PM ET",19.952,"NO"
"PG/SG","Shabazz Napier",3500,"NO@POR 12/02/2017 10:00PM ET",13.694,"POR"
"PF","Caleb Swanigan",3500,"NO@POR 12/02/2017 10:00PM ET",8.038,"POR"
"SF","Darius Miller",3400,"NO@POR 12/02/2017 10:00PM ET",11.952,"NO"
"SG/SF","Pat Connaughton",3400,"NO@POR 12/02/2017 10:00PM ET",11.875,"POR"
"SF/PF","Maurice Harkless",3400,"NO@POR 12/02/2017 10:00PM ET",13.932,"POR"
"C","Ivica Zubac",3400,"LAL@DEN 12/02/2017 09:00PM ET",1.6,"LAL"
"SF/PF","Dante Cunningham",3300,"NO@POR 12/02/2017 10:00PM ET",12.333,"NO"
"PF/C","Ed Davis",3300,"NO@POR 12/02/2017 10:00PM ET",16.773,"POR"
"PG/SG","Ian Clark",3200,"NO@POR 12/02/2017 10:00PM ET",9.944,"NO"
"PF/C","Meyers Leonard",3200,"NO@POR 12/02/2017 10:00PM ET",8.964,"POR"
"SG/SF","Tony Allen",3100,"NO@POR 12/02/2017 10:00PM ET",10,"NO"
"PF","Cheick Diallo",3100,"NO@POR 12/02/2017 10:00PM ET",5.55,"NO"
"C","Alexis Ajinca",3000,"NO@POR 12/02/2017 10:00PM ET",0,"NO"
"C","Omer Asik",3000,"NO@POR 12/02/2017 10:00PM ET",7.25,"NO"
"SF/PF","Solomon Hill",3000,"NO@POR 12/02/2017 10:00PM ET",0,"NO"
"SG/SF","C.J. Wilcox",3000,"NO@POR 12/02/2017 10:00PM ET",0,"POR"
"SF","Jalen Jones",3000,"NO@POR 12/02/2017 10:00PM ET",2.667,"NO"
"SG","Charles Cooke",3000,"NO@POR 12/02/2017 10:00PM ET",2.75,"NO"
"SF/PF","Jake Layman",3000,"NO@POR 12/02/2017 10:00PM ET",3.425,"POR"
"PG/SG","Wade Baldwin IV",3000,"NO@POR 12/02/2017 10:00PM ET",0,"POR"
"PG","Frank Jackson",3000,"NO@POR 12/02/2017 10:00PM ET",0,"NO"
"PF/C","Zach Collins",3000,"NO@POR 12/02/2017 10:00PM ET",1.571,"POR"
"SF/PF","Richard Jefferson",3000,"LAL@DEN 12/02/2017 09:00PM ET",3,"DEN"
"SF/PF","Luol Deng",3000,"LAL@DEN 12/02/2017 09:00PM ET",5,"LAL"
"C","Andrew Bogut",3000,"LAL@DEN 12/02/2017 09:00PM ET",7.304,"LAL"
"SG/SF","Corey Brewer",3000,"LAL@DEN 12/02/2017 09:00PM ET",7.881,"LAL"
"PF","Darrell Arthur",3000,"LAL@DEN 12/02/2017 09:00PM ET",4.375,"DEN"
"PG/SG","Vander Blue",3000,"LAL@DEN 12/02/2017 09:00PM ET",0.938,"LAL"
"SG/SF","Torrey Craig",3000,"LAL@DEN 12/02/2017 09:00PM ET",1.25,"DEN"
"PG/SG","Alex Caruso",3000,"LAL@DEN 12/02/2017 09:00PM ET",4.75,"LAL"
"PG","Monte Morris",3000,"LAL@DEN 12/02/2017 09:00PM ET",0,"DEN"
"PG/SG","Josh Hart",3000,"LAL@DEN 12/02/2017 09:00PM ET",7.891,"LAL"
"PG/SG","Tyler Ennis",3000,"LAL@DEN 12/02/2017 09:00PM ET",4.725,"LAL"
"SG","Malik Beasley",3000,"LAL@DEN 12/02/2017 09:00PM ET",6.139,"DEN"
"PF","Tyler Lydon",3000,"LAL@DEN 12/02/2017 09:00PM ET",0,"DEN"
"PF/C","Thomas Bryant",3000,"LAL@DEN 12/02/2017 09:00PM ET",0,"LAL"
